ensembl_gene_id	external_gene_name	entrezgene_id
YKL164C	PIR1	853692
YLR462W		851184
YPR098C		856213
YDR490C	PKH1	852101
YDR516C	EMI2	852128
YKR096W	ESL2	853971
YIL173W	VTH1	854634
YMR171C	EAR1	855207
YGR236C	SPG1	853151
YML029W	USA1	854979
YJL069C	UTP18	853376
YNR037C	RSM19	855773
YEL022W	GEA2	856691
YKL054C	DEF1	853811
YBL090W	MRP21	852188
YDR347W	MRP1	851948
YFR032C	RRT5	850591
YJL130C	URA2	853311
YMR090W		855115
YHR042W	NCP1	856438
YGL124C	MON1	852753
YPL156C	PRM4	855947
YGR235C		853150
YLR148W	PEP3	850840
YOR073W	SGO1	854240
YER148W	SPT15	856891
YML124C	TUB3	854915
YDR452W	PPN1	852063
YGR117C		853014
YGR254W	ENO1	853169
YER188C-A		1466538
YLR243W	GPN3	850944
YMR293C	HER2	855338
YJL218W		853237
YDR437W	GPI19	852047
YOR064C	YNG1	854230
YBR138C		852435
YCR082W	AHC2	850443
YAR015W	ADE1	851272
YJL057C	IKS1	853389
YDR529C	QCR7	852142
YER086W	ILV1	856819
YOR003W	YSP3	854164
YOR051C	ETT1	854216
YOL159C-A		854005
YNL081C	SWS2	855643
YGL031C	RPL24A	852852
YGL085W	LCL3	852795
YDL238C	GUD1	851360
YMR069W	NAT4	855091
YDL078C	MDH3	851481
YFR016C		850570
YGR280C	PXR1	853197
YIL001W		854816
YDR303C	RSC3	851897
YAL033W	POP5	851200
YCR028C	FEN2	850394
YKL212W	SAC1	853668
YML105C	SEC65	854866
YDR440W	DOT1	852050
YNL328C	MDJ2	855388
YJL151C	SNA3	853290
YJR047C	ANB1	853506
YML072C	TCB3	854903
YIR028W	DAL4	854846
YJL138C	TIF2	853303
YJL138C	TIF2	853933
YOL040C	RPS15	854117
YOR351C	MEK1	854533
YFR051C	RET2	850612
YHR038W	RRF1	856433
YPR054W	SMK1	856167
YDR314C	RAD34	851909
YOR329C	SCD5	854507
YLR028C	ADE16	850715
YER045C	ACA1	856769
YPR144C	NOC4	856267
YPL249C-A	RPL36B	855826
YLR043C	TRX1	850732
YMR125W	STO1	855155
YDL134C	PPH21	851421
YGR121C	MEP1	853019
YMR325W	PAU19	855375
YPR128C	ANT1	856246
YDR117C	TMA64	851695
YGL043W	DST1	852839
YOR156C	NFI1	854327
YDL226C	GCS1	851372
YJL121C	RPE1	853322
YGR061C	ADE6	852952
YHR158C	KEL1	856563
YGR213C	RTA1	853127
YML070W	DAK1	854932
YOL038C-A		1466476
YCL064C	CHA1	850295
YMR015C	ERG5	855029
YML071C	COG8	854904
YFR028C	CDC14	850585
YOR129C	AFI1	854296
YIL088C	AVT7	854721
YMR145C	NDE1	855176
YJL222W	VTH2	853233
YDR517W	GRH1	852129
YLR178C	TFS1	850875
YNL258C	DSL1	855463
YLR441C	RPS1A	851162
YGR119C	NUP57	853016
YJR013W	GPI14	853470
YIR027C	DAL1	854845
YDR246W-A		1466436
YBR151W	APD1	852448
YDL167C	NRP1	851387
YBL005W	PDR3	852278
YOR377W	ATF1	854559
YDL037C	BSC1	851524
YKL193C	SDS22	853641
YDR223W	CRF1	851809
YDL053C	PBP4	851507
YOR103C	OST2	854270
YGR093W	DRN1	852985
YHR137W	ARO9	856539
YGL091C	NBP35	852789
YPL141C	FRK1	855962
YGR258C	RAD2	853174
YBR141C	BMT2	852438
YJR091C	JSN1	853553
YMR243C	ZRC1	855284
YPL235W	RVB2	855841
YNL230C	ELA1	855491
YER095W	RAD51	856831
YNL231C	PDR16	855490
YPL183W-A	RTC6	855918
YDR143C	SAN1	851721
YGR207C	CIR1	853121
YPL066W	RGL1	856039
YOR152C	ATG40	854323
YAL027W	SAW1	851206
YHR013C	ARD1	856404
YJL080C	SCP160	853365
YOR269W	PAC1	854443
YIR038C	GTT1	854856
YOR344C	TYE7	854525
YPL049C	DIG1	856058
YML065W	ORC1	854937
YFL049W	SWP82	850495
YDR062W	LCB2	851634
YLR237W	THI7	850938
YMR074C	SDD2	855096
YIL121W	QDR2	854685
YGL048C	RPT6	852834
YKR010C	TOF2	853880
YOR221C	MCT1	854396
YOL047C	LDS2	854110
YGL203C	KEX1	852670
YMR164C	MSS11	855200
YGR113W	DAM1	853010
YPR160W	GPH1	856289
YDR381W	YRA1	851988
YDR140W	MTQ2	851718
YDL117W	CYK3	851440
YGR178C	PBP1	853089
YER124C	DSE1	856861
YGR144W	THI4	853047
YMR252C		855294
YIL157C	COA1	854649
YPL229W		855872
YGL147C	RPL9A	852730
YJR041C	URB2	853498
YKL028W	TFA1	853840
YNR053C	NOG2	855789
YKR003W	OSH6	853872
YKL146W	AVT3	853710
YLR446W		851167
YLR464W		851185
YLR464W		856632
YBL030C	PET9	852250
YER168C	CCA1	856915
YLR355C	ILV5	851069
YIL046W	MET30	854765
YDR479C	PEX29	852090
YGR268C	HUA1	853185
YNL134C		855588
YLR221C	RSA3	850918
YGR220C	MRPL9	853135
YDR100W	TVP15	851677
YLR003C	CMS1	850689
YNL010W		855722
YJL056C	ZAP1	853390
YFR043C	IRC6	850604
YDL130W	RPP1B	851427
YNL208W		855513
YFL060C	SNO3	850484
YGR040W	KSS1	852931
YMR194W	RPL36A	855232
YBR056W		852346
YGL029W	CGR1	852854
YBR049C	REB1	852338
YGL171W	ROK1	852704
YHR067W	HTD2	856464
YOR247W	SRL1	854421
YLR155C	ASP3-1	850850
YLR155C	ASP3-1	850852
YLR155C	ASP3-1	850855
YLR155C	ASP3-1	850857
YOR276W	CAF20	854450
YML102W	CAC2	854869
YPR163C	TIF3	856292
YDL007C-A		3799969
YCL021W-A		850338
YDL095W	PMT1	851462
YDR076W	RAD55	851648
YLR287C-A	RPS30A	850994
YLR287C-A	RPS30A	854354
YOR357C	SNX3	854539
YER187W		856937
YLR375W	STP3	851089
YGR171C	MSM1	853081
YMR209C		855249
YMR054W	STV1	855076
YDR013W	PSF1	851576
YJL101C	GSH1	853344
YHR122W	CIA2	856522
YLR108C		850798
YCR028C-A	RIM1	850395
YKR015C		853885
YDR454C	GUK1	852065
YBR093C	PHO5	852390
YGL041W-A		5814844
YMR005W	TAF4	855017
YDL001W	RMD1	851563
YKL137W	CMC1	853721
YIR011C	STS1	854828
YNL289W	PCL1	855427
YKL205W	LOS1	853630
YGR092W	DBF2	852984
YHR134W	WSS1	856536
YPR204C-A		4594642
YPL191C		855910
YDR465C	RMT2	852076
YHR028C	DAP2	856423
YCR096C	HMRA2	850458
YNL084C	END3	855640
YGR233C	PHO81	853148
YKL059C	MPE1	853806
YMR130W		855160
YLR257W		850961
YLL038C	ENT4	850621
YML061C	PIF1	854941
YKR037C	SPC34	853909
YHR197W	RIX1	856604
YJL028W		853425
YIL038C	NOT3	854773
YPR176C	BET2	856306
YLL007C	LMO1	850653
YLR141W	RRN5	850832
YOR208W	PTP2	854383
YMR238W	DFG5	855278
YBR052C	RFS1	852341
YHL026C		856359
YMR187C		855225
YGR066C		852957
YPL094C	SEC62	856011
YNL237W	YTP1	855484
YKL194C	MST1	853640
YLR204W	QRI5	850901
YOR356W	CIR2	854538
YER117W	RPL23B	852191
YER117W	RPL23B	856853
YDR519W	FPR2	852131
YDR511W	SDH7	852123
YHR047C	AAP1	856443
YDR234W	LYS4	851820
YGL255W	ZRT1	852637
YCR059C	YIH1	850423
YNR012W	URK1	855746
YJR094C	IME1	853556
YJR159W	SOR1	853624
YGL114W		852764
YLR350W	ORM2	851064
YLR312C		851021
YMR030W	RSF1	855045
YDL008W	APC11	851554
YNL101W	AVT4	855622
YGR155W	CYS4	853059
YMR182W-A		1466502
YAR031W	PRM9	851282
YML083C		854891
YNL196C	SLZ1	855525
YIR020C		854837
YPL158C	AIM44	855945
YAL029C	MYO4	851204
YIL021W	RPB3	854791
YLR063W	BMT6	850752
YML024W	RPS17A	854984
YDR041W	RSM10	851611
YJL063C	MRPL8	853382
YNL138W-A	YSF3	1466511
YDR227W	SIR4	851813
YER106W	MAM1	856843
YDR530C	APA2	852143
YDR412W	RRP17	852021
YHR128W	FUR1	856529
YDR301W	CFT1	851895
YKL050C		853816
YPR105C	COG4	856220
YHL024W	RIM4	856361
YLR392C	ART10	851108
YCR004C	YCP4	850360
YMR037C	MSN2	855053
YIL007C	NAS2	854810
YNL097C-B		1466513
YNR034W-A	EGO4	855770
YBR181C	RPS6B	856015
YBR181C	RPS6B	852479
YAL047C	SPC72	851250
YHR057C	CPR2	856454
YLL025W	PAU17	850635
YLL018C	DPS1	850643
YNL082W	PMS1	855642
YOR133W	EFT1	854301
YOR133W	EFT1	851993
YPL269W	KAR9	855859
YLR201C	COQ9	850898
YDR538W	PAD1	852150
YMR264W	CUE1	855306
YJR156C	THI11	853621
YNL073W	MSK1	855651
YCL052C	PBN1	850305
YMR225C	MRPL44	855265
YBL008W	HIR1	852275
YOR020C	HSP10	854185
YIR032C	DAL3	854850
YLR206W	ENT2	850903
YKL121W	DGR2	853738
YEL017W	GTT3	856698
YFR015C	GSY1	850569
YPR046W	MCM16	856159
YGL111W	NSA1	852767
YCR034W		850400
YPR005C	HAL1	856113
YDR500C	RPL37B	852111
YNL115C		855608
YBR242W		852544
YBR126W-A	MEO1	13393614
YBR257W	POP4	852560
YNL270C	ALP1	855451
YHR020W		856413
YBL099W	ATP1	852177
YBL056W	PTC3	852224
YKL053C-A	MDM35	853812
YMR190C	SGS1	855228
YKL052C	ASK1	853814
YOL096C	COQ3	854057
YNL249C	MPA43	855472
YDL048C	STP4	851512
YFL038C	YPT1	850505
YPL086C	ELP3	856019
YDL218W		851308
YNL112W	DBP2	855611
YNL241C	ZWF1	855480
YLR215C	CDC123	850912
YDR174W	HMO1	851754
YIL077C		854733
YKR049C	FMP46	853923
YIL104C	SHQ1	854702
YML007W	YAP1	855005
YBR198C	TAF5	852497
YHR082C	KSP1	856482
YHR153C	SPO16	856558
YDR170C	SEC7	851748
YIL162W	SUC2	854644
YDR282C	MRX10	851876
YLR051C	FCF2	850740
YER004W	FMP52	856721
YLR134W	PDC5	850825
YNR011C	PRP2	855745
YNL207W	RIO2	855514
YKL127W	PGM1	853732
YER021W	RPN3	856742
YOR066W	MSA1	854232
YDL009C		851553
YBR070C	ALG14	852362
YNL125C	ESBP6	855598
YDR292C	SRP101	851886
YDR306C		851900
YPL096C-A	ERI1	856008
YER175C	TMT1	856922
YHR213W		856620
YDL144C		851411
YPR117W		856233
YML110C	COQ5	854930
YFL065C		850479
YNL045W	LAP2	855682
YOL115W	PAP2	854034
YER088C	DOT6	856822
YLR358C		851072
YNL302C	RPS19B	855414
YBR201W	DER1	852500
YGR179C	OKP1	853090
YLR189C	ATG26	850886
YPR086W	SUA7	856201
YCR065W	HCM1	850429
YFR007W	YFH7	850558
YOR348C	PUT4	854530
YKL107W		853753
YOR352W	TFB6	854534
YPL278C		855851
YCR024C	SLM5	850388
YBR258C	SHG1	852561
YER134C		856873
YOR327C	SNC2	854505
YGL260W		852631
YEL037C	RAD23	856674
YHR103W	SBE22	856503
YHR201C	PPX1	856608
YBR094W	PBY1	852391
YLR031W		850718
YNR048W		855784
YNL138W	SRV2	855584
YER175W-A		1466537
Q0085	ATP6	854601
YOR391C	HSP33	854573
YNR050C	LYS9	855786
YLR342W-A		1466421
YPL242C	IQG1	855834
YMR226C		855266
YGR199W	PMT6	853113
YJL096W	MRPL49	853349
YJL026W	RNR2	853427
YHR191C	CTF8	856598
YJR101W	RSM26	853565
YLR168C	UPS2	850865
YPR182W	SMX3	856312
YGR247W	CPD1	853162
YGL262W		852629
YKL211C	TRP3	853669
YPL209C	IPL1	855892
YHL040C	ARN1	856345
YOL084W	PHM7	854070
YDR079W	PET100	851651
YDR345C	HXT3	851946
YGL241W	KAP114	852610
YHR004C	NEM1	856393
YBR283C	SSH1	852586
YGR154C	GTO1	853058
YOR018W	ROD1	854183
YLR002C	NOC3	850688
YPL007C	TFC8	856100
YPR187W	RPO26	856317
YHR017W	YSC83	856410
YNL300W	TOS6	855416
YDR262W		851855
YDL126C	CDC48	851431
YMR271C	URA10	855313
YML117W	NAB6	854922
YBL009W	ALK2	852274
YNL128W	TEP1	855595
YER049W	TPA1	856775
YGR212W	SLI1	853126
YCL063W	VAC17	850296
YLR127C	APC2	850818
YDR315C	IPK1	851910
YMR055C	BUB2	855077
YBL052C	SAS3	852228
YCR038C	BUD5	850405
YGL201C	MCM6	852673
YOR374W	ALD4	854556
YPR063C		856176
YJR058C	APS2	853521
YOR034C	AKR2	854199
YGR035C		852923
YBL085W	BOI1	852193
YDR126W	SWF1	851704
YIL049W	DFG10	854762
YNL277W-A		1466509
YEL024W	RIP1	856689
YIL014C-A		854799
YDR067C	OCA6	851639
YEL027W	VMA3	856686
YGL116W	CDC20	852762
YMR214W	SCJ1	855254
YGR080W	TWF1	852971
YDL060W	TSR1	851499
YKL190W	CNB1	853644
YPL126W	NAN1	855977
YOR012W		854177
YLL006W-A		1466403
YHR192W	LNP1	856599
YDR255C	RMD5	851842
YFR050C	PRE4	850611
YLR248W	RCK2	850950
YDR031W	MIX14	851595
YDR138W	HPR1	851716
YKL204W	EAP1	853631
YDR070C	FMP16	851642
YOL054W	PSH1	854102
YPL171C	OYE3	855932
YJR017C	ESS1	853475
YPL132W	COX11	855971
YBR275C	RIF1	852578
YPL143W	RPL33A	855960
YCR015C	CTO1	850373
YOR198C	BFR1	854373
YDR399W	HPT1	852008
YKL017C	HCS1	853852
YKR064W	OAF3	853938
YIL055C		854756
YOR287C	RRP36	854461
YDR494W	RSM28	852105
YER073W	ALD5	856804
YNL069C	RPL16B	855655
YNL111C	CYB5	855612
YCL049C		850308
YBR133C	HSL7	852431
YPR040W	TIP41	856153
YPL253C	VIK1	855822
YNL166C	BNI5	855555
YPR021C	AGC1	856132
YPL207W	TYW1	855894
YJR068W	RFC2	853531
YER075C	PTP3	856807
YNR057C	BIO4	855794
YFR019W	FAB1	850574
YHR040W	BCD1	856436
YFL042C		850501
YMR223W	UBP8	855263
YEL031W	SPF1	856681
YDR368W	YPR1	851974
YNL067W-B		1466514
YLR295C	ATP14	851002
YLR307C-A		1466419
YCR101C		850465
YML007C-A		855004
YMR256C	COX7	855298
YKL192C	ACP1	853642
YFR042W	KEG1	850603
YOL139C	CDC33	854026
YBR173C	UMP1	852471
YNL242W	ATG2	855479
YDR192C	NUP42	851774
YJL140W	RPB4	853301
YBR170C	NPL4	852468
YCR024C-B		1466398
YBR184W		852482
YBR203W	COS111	852502
YFL005W	SEC4	850543
YNL292W	PUS4	855424
YDR251W	PAM1	851838
YPL201C	YIG1	855900
YIR013C	GAT4	854830
YLR284C	ECI1	850990
YIL043C	CBR1	854768
YBR249C	ARO4	852551
YMR251W	GTO3	855292
YBR265W	TSC10	852568
YGL071W	AFT1	852809
YGL144C	ROG1	852733
YPL188W	POS5	855913
YGL023C	PIB2	852861
YIL130W	ASG1	854676
Q0050	AI1	854593
YFL017W-A	SMX2	850528
YJR024C	MDE1	853481
YLL019C	KNS1	850641
YLR138W	NHA1	850829
YNR066C		855803
YHR178W	STB5	856583
YJR151C	DAN4	853616
YGR015C		852898
YGR138C	TPO2	853039
YKL162C		853695
YBL079W	NUP170	852199
YER046W	SPO73	856770
YMR042W	ARG80	855059
YDL185W	VMA1	851342
YJR032W	CPR7	853489
YBR104W	YMC2	852401
YFL031W	HAC1	850513
YHL033C	RPL8A	856352
YAL067W-A		1466426
YHR066W	SSF1	856463
YKL156W	RPS27A	853700
YHR029C	YHI9	856424
YIL138C	TPM2	854668
YOL055C	THI20	854099
YGL236C	MTO1	852616
YAL049C	AIM2	851248
YNR009W	NRM1	855743
YBR048W	RPS11B	851589
YBR048W	RPS11B	852337
YER102W	RPS8B	856839
YER102W	RPS8B	852206
YJL177W	RPL17B	853262
YDR146C	SWI5	851724
YIL154C		854652
YJL131C	AIM23	853310
YKL056C	TMA19	853809
YPL069C	BTS1	856036
YOR180C	DCI1	854352
YMR078C	CTF18	855102
YDL202W	MRPL11	851325
YBR032W		852320
YBR273C	UBX7	852576
YER005W	YND1	856722
YDL192W	ARF1	851335
YLR281C		850987
YOR394C-A		1466490
YDR308C	SRB7	851903
YDR484W	VPS52	852095
YLR385C	SWC7	851101
YML120C	NDI1	854919
YEL073C		856636
YDL178W	DLD2	851376
YLR136C	TIS11	850827
YNL100W		855623
YKR008W	RSC4	853877
YML118W	NGL3	854921
YDR106W	ARP10	851683
YLR406C	RPL31B	851122
YDR330W	UBX5	851930
YOR279C	RFM1	854453
YIL125W	KGD1	854681
YER167W	BCK2	856914
YML031W	NDC1	854977
YDR179W-A	NVJ3	851760
YOL008W	COQ10	854154
YBR278W	DPB3	852580
YNL326C	PFA3	855390
YDR213W	UPC2	851799
YMR087W		855112
YOR111W		854278
YGL257C	MNT2	852635
YMR220W	ERG8	855260
YBR154C	RPB5	852451
YIR017C	MET28	854834
YHL028W	WSC4	856357
YFR012W-A		850566
YGR060W	ERG25	852951
YGL206C	CHC1	852666
YOR321W	PMT3	854499
YHR081W	LRP1	856481
YDR281C	PHM6	851875
YER083C	GET2	856817
YPL030W	TRM44	856077
YPR162C	ORC4	856291
YPL283W-B		4594642
YMR138W	CIN4	855169
YNL215W	IES2	855506
YMR053C	STB2	855075
YMR122W-A		855152
YLR118C		850809
YEL030W	ECM10	856682
YFR038W	IRC5	850599
YMR041C	ARA2	855057
YGR058W	PEF1	852949
YER153C	PET122	856897
YGL195W	GCN1	852680
YNL225C	CNM67	855496
YMR029C	FAR8	855044
YMR092C	AIP1	855117
YER113C	TMN3	856849
YIL052C	RPL34B	854759
YHL038C	CBP2	856347
YGL192W	IME4	852683
YIL078W	THS1	854732
YLR036C		850725
YOL057W		854097
YPL104W	MSD1	856000
YFR020W	CSS2	850576
YLL009C	COX17	850651
YNR044W	AGA1	855780
YLL035W	GRC3	850624
YOL157C	IMA2	854008
YBL045C	COR1	852235
YKL101W	HSL1	853760
YMR291W	TDA1	855336
YLR426W	TDA5	851146
YOR347C	PYK2	854529
YOR143C	THI80	854314
YMR023C	MSS1	855037
YLL049W	LDB18	850677
YBL029W		852252
YNR059W	MNT4	855796
YGR071C	ENV11	852962
YOL058W	ARG1	854096
YEL015W	EDC3	856700
YDR279W	RNH202	851873
YKR081C	RPF2	853956
YBR221C	PDB1	852522
YJR143C	PMT4	853608
YPR078C		856193
YDL173W	PAR32	851381
YBR123C	TFC1	852421
YJR073C	OPI3	853536
YOR362C	PRE10	854544
YOR249C	APC5	854423
YKL185W	ASH1	853650
YIL091C	UTP25	854717
YFL040W		850503
YKL080W	VMA5	853782
YLR087C	CSF1	850776
YIL073C	SPO22	854737
YIL034C	CAP2	854777
YDR522C	SPS2	852134
YKL093W	MBR1	853769
YDR400W	URH1	852009
YAR008W	SEN34	851267
YJL225C		853231
YFR010W	UBP6	850562
YMR258C	ROY1	855300
YCR045C	RRT12	850412
YDL141W	BPL1	851414
YIR041W	PAU15	854859
YHR008C	SOD2	856399
YJL122W	ALB1	853320
YKL152C	GPM1	853705
YLR137W	RKM5	850828
YOR123C	LEO1	854290
YHR032W	ERC1	856427
YDL105W	NSE4	851453
YPL096W	PNG1	856009
YOL052C-A	DDR2	854104
YDR318W	MCM21	851916
YIL037C	PRM2	854774
YDR481C	PHO8	852092
YIL142W	CCT2	854664
YJL198W	PHO90	853241
YER130C	COM2	856867
YNL222W	SSU72	855499
YNL260C	LTO1	855461
YNL156C	NSG2	855566
YKL197C	PEX1	853636
YOR390W	FEX1	854572
YER138W-A		856881
Q0120	BI4	854582
YFL034C-A	RPL22B	850509
YFR012W	DCV1	850565
YGL083W	SCY1	852797
YOL077C	BRX1	854078
YOR291W	YPK9	854466
YNL279W	PRM1	855442
YNL281W	HCH1	855440
YLR420W	URA4	851139
YGL198W	YIP4	852676
YCR061W		850425
YPR145C-A		3799978
YMR185W	RTP1	855223
YMR278W	PRM15	855321
YML111W	BUL2	854929
YCR040W	MATALPHA1	850407
YCR040W	MATALPHA1	850293
YJL125C	GCD14	853317
YPR052C	NHP6A	856165
YDR390C	UBA2	851998
YML002W		855011
YBR085C-A		852381
YER158C		856903
YLR268W	SEC22	850973
YFL017C	GNA1	850529
YGR143W	SKN1	853045
YHL022C	SPO11	856364
YDL122W	UBP1	851435
YCR106W	RDS1	850470
YBR020W	GAL1	852308
YMR108W	ILV2	855135
YDR420W	HKR1	852030
YNL053W	MSG5	855674
YKR106W	GEX2	853981
YDR486C	VPS60	852097
YBR262C		852566
YGR221C	TOS2	853136
YJL144W		853297
YER068W	MOT2	856799
YOR030W	DFG16	854195
YBR233W	PBP2	852533
YBR195C	MSI1	852494
YLL012W	YEH1	850648
YGL130W	CEG1	852747
YDR323C	PEP7	851923
YOR319W	HSH49	854497
YNL236W	SIN4	855485
YPL265W	DIP5	855863
YCL047C	POF1	850310
YLR022C	SDO1	850709
YMR035W	IMP2	855051
YHR083W	SAM35	856483
YGR090W	UTP22	852982
YLR382C	NAM2	851098
YNL327W	EGT2	855389
YLR273C	PIG1	850979
YLR172C	DPH5	850869
YER119C	AVT6	856855
YOL077W-A	ATP19	854077
YKR076W	ECM4	853951
YDR242W	AMD2	851829
YCL058W-A	ADF1	3289591
YOL021C	DIS3	854138
YJL207C	LAA1	853223
YNR018W	RCF2	855752
YPL148C	PPT2	855955
YIL023C	YKE4	854789
YGR121W-A		1466458
YDR072C	IPT1	851644
YER064C	VHR2	856793
YLR315W	NKP2	851025
YOL130W	ALR1	853990
YGR206W	MVB12	853120
YMR175W	SIP18	855213
YFL061W	DDI2	855381
YFL061W	DDI2	850483
YER147C	SCC4	856890
YKR028W	SAP190	853899
YNL271C	BNI1	855450
YBR072C-A		1466444
YDR346C	SVF1	851947
YMR270C	RRN9	855312
YOL136C	PFK27	853984
YIL020C	HIS6	854792
YOL083W	ATG34	854071
YCR075W-A	EGO2	1466399
YNL070W	TOM7	855654
Q0110	BI2	854604
YFL037W	TUB2	850506
YJR078W	BNA2	853541
YPL005W	AEP3	856102
YER085C		856818
YJL059W	YHC3	853387
YDL091C	UBX3	851467
YGL119W	COQ8	852758
YOR040W	GLO4	854205
YIL135C	VHS2	854671
YHR104W	GRE3	856504
YJL143W	TIM17	853298
YDL074C	BRE1	851485
YJR124C		853588
YPL139C	UME1	855964
YMR043W	MCM1	855060
YLR174W	IDP2	850871
YIR024C		854842
YER065C	ICL1	856794
YEL029C	BUD16	856683
YCR102C		850466
YKR009C	FOX2	853878
YJR059W	PTK2	853522
YOR110W	TFC7	854277
YER151C	UBP3	856895
YIL093C	RSM25	854715
YGL054C	ERV14	852826
YHR213W-B		1466533
YML054C-A		1466497
YPL128C	TBF1	855975
YER136W	GDI1	856876
YDL211C		851315
YDR261C	EXG2	851848
YJL217W	REE1	853238
YNL255C	GIS2	855466
YJR076C	CDC11	853539
YGL044C	RNA15	852838
YNL051W	COG5	855676
YNL148C	ALF1	855574
YMR107W	SPG4	855134
YNR075C-A		1466517
YDL147W	RPN5	851408
YDL081C	RPP1A	851478
YOR294W	RRS1	854469
YLR258W	GSY2	850962
YOR288C	MPD1	854462
YDR283C	GCN2	851877
YIL099W	SGA1	854708
YBL104C	SEA4	852170
YLR330W	CHS5	851041
YLR244C	MAP1	850945
YGL229C	SAP4	852622
YBR157C	ICS2	852454
YGR055W	MUP1	852946
YDL108W	KIN28	851450
YGR072W	UPF3	852963
YKL068W	NUP100	853796
YDR313C	PIB1	851908
YPL271W	ATP15	855857
YCR019W	MAK32	850381
YBL017C	PEP1	852264
YDR496C	PUF6	852107
YPL027W	SMA1	856080
YMR279C		855322
YHR019C	DED81	856412
YLL041C	SDH2	850685
YCR033W	SNT1	850399
YAR002C-A	ERP1	851264
YNL085W	MKT1	855639
YBR289W	SNF5	852592
YPL076W	GPI2	856029
YPL100W	ATG21	856004
YBR035C	PDX3	852323
YER079W		856812
YMR244W		855285
YCL005W-A	VMA9	2732686
YLR053C		850742
YIL019W	FAF1	854793
YDL205C	HEM3	851322
YML126C	ERG13	854913
YDL054C	MCH1	851506
YLR086W	SMC4	850775
YNL037C	IDH1	855691
YHR202W		856609
YMR184W	ADD37	855222
YFR046C	CNN1	850607
YGL067W	NPY1	852813
YLR298C	YHC1	851005
YHL016C	DUR3	856370
YDR531W	CAB1	852144
YER023W	PRO3	856744
YBR152W	SPP381	852449
YDR226W	ADK1	851812
YPR011C		856121
YLR283W		850988
YDL133C-A	RPL41B	851344
YDL133C-A	RPL41B	851422
YOR182C	RPS30B	854354
YOR182C	RPS30B	850994
YIL083C	CAB2	854726
YHR044C	DOG1	856440
YDR188W	CCT6	851768
YOR219C	STE13	854394
YGR292W	MAL12	853209
YHR140W		856543
YHR072W-A	NOP10	856471
YDL237W	AIM6	851361
YDR524C	AGE1	852136
YLR238W	FAR10	850939
YGR184C	UBR1	853096
YMR010W	ANY1	855022
YCR048W	ARE1	850415
YGR024C	THG1	852908
YGL237C	HAP2	852614
YPR045C	THP3	856158
YPL033C	SRL4	856074
YER024W	YAT2	856745
YHR210C		856617
YKL092C	BUD2	853770
YDR189W	SLY1	851770
YJL047C-A		1466468
YMR165C	PAH1	855201
YGR062C	COX18	852953
YGL161C	YIP5	852715
YMR206W		855246
YMR019W	STB4	855033
YCR073C	SSK22	850436
YBR127C	VMA2	852424
YGR076C	MRPL25	852967
YOR232W	MGE1	854407
YNL068C	FKH2	855656
YMR123W	PKR1	855153
YJL100W	LSB6	853345
YOL061W	PRS5	854093
YJL206C		853224
YKL222C		853658
YJL005W	CYR1	853452
YHR139C	SPS100	856541
YPL239W	YAR1	855837
YMR170C	ALD2	855206
YDR090C		851664
YOL092W	YPQ1	854061
YCL018W	LEU2	850342
YBL023C	MCM2	852258
YDR161W	ACL4	851739
YLR048W	RPS0B	850737
YMR280C	CAT8	855323
YBL044W		852236
YPL118W	MRP51	855985
YEL025C		856688
YNR077C		855814
YNR022C	MRPL50	855756
YBR017C	KAP104	852305
YJR126C	VPS70	853590
YDR376W	ARH1	851982
YKL120W	OAC1	853739
YDR450W	RPS18A	854982
YDR450W	RPS18A	852061
YBR079C	RPG1	852371
YDR402C	DIT2	852011
YHR155W	LAM1	856560
YHR211W	FLO5	856618
YBR137W		852434
YGR049W	SCM4	852940
YPR075C	OPY2	856191
YNL259C	ATX1	855462
YOR162C	YRR1	854333
YOR158W	PET123	854329
YHL012W		856374
YDR257C	RKM4	851844
YGL062W	PYC1	852818
YIR030C	DCG1	854848
YGL103W	RPL28	852775
YML037C		854971
YGR124W	ASN2	853025
YGR294W	PAU12	853210
YBR291C	CTP1	852594
YOL032W	OPI10	854125
YPL222W	FMP40	855879
YMR219W	ESC1	855259
YPL153C	RAD53	855950
YKL175W	ZRT3	853679
YOR313C	SPS4	854490
YMR070W	MOT3	855092
YDR074W	TPS2	851646
YGL259W	YPS5	852632
YML009C	MRPL39	855002
YBR045C	GIP1	852334
YPL134C	ODC1	855969
YDL035C	GPR1	851527
YBR036C	CSG2	852324
YER016W	BIM1	856736
YLR229C	CDC42	850930
YML053C		854952
YJR052W	RAD7	853512
YGR027C	RPS25A	852911
YPL093W	NOG1	856012
YHL018W		856368
YMR196W		855236
YMR116C	ASC1	855143
YDR449C	UTP6	852060
YML093W	UTP14	854881
YIL151C	ESL1	854655
YGR120C	COG2	853017
YPR023C	EAF3	856134
YLR277C	YSH1	850983
YJR075W	HOC1	853538
YGL093W	SPC105	852787
YGR168C		853078
YAL034C	FUN19	851199
YOR090C	PTC5	854257
YDR463W	STP1	852074
YBR276C	PPS1	852579
YJR154W		853619
YLR316C	TAD3	851027
YFR057W		850618
YGL001C	ERG26	852883
YLR459W	GAB1	851181
YKR098C	UBP11	853973
YIL062C	ARC15	854748
YNL168C	FMP41	855553
YML003W		855010
YDL064W	UBC9	851495
YOL129W	VPS68	853991
YOR037W	CYC2	854202
YOR280C	FSH3	854454
